id,num_contact
54555627,21048
54555628,19564
54555629,23504
54555630,22337
54555631,20787
54555632,23255
54555633,19627
54555634,21103
54555635,19424
54555636,19777
54555637,22232
54555638,22286
54610701,1214
54610702,21684
54610703,1941
54610704,1922
54610705,25481
54610706,22217
54610707,24075
54610708,3283
54610709,24073
54610710,23841
54610711,24075
54610712,22857
54610713,21774
54610714,22974
54610715,24158
54610716,24088
54610717,2937
54692901,23858
54692902,21561
54692903,20325
54751601,19777
54751602,24047
54751603,22469
54751604,19578
54751605,23257
54751606,24346
54751607,21457
54751608,21367
54751609,23947
54751610,22250
54751611,21774
54751612,21774
54751613,22516
54751614,21516
54751615,21191
54751616,21024
54751617,21457
54751618,2560
54751619,23982
54751620,2615
54751621,4922
54751622,24248
54751623,21777
54751624,21367
54751625,23081
54862801,23560
54862802,21777
54862803,22487
54862804,19699
54862805,21460
54862806,3991
54862807,22850
54862808,22799
54862809,24026
54862810,24377
54862811,22328
55127301,3799
55127302,19518
55127303,21685
55127304,4526
55127305,19918
55127306,21684
55127307,21473
55127308,21774
55300201,22083
55300202,21401
55300203,24290
55300204,21457
55300205,23275
55300206,22977
55300207,5005
55300208,20374
55300209,19418
55300210,2571
55300211,21774
55339301,22356
55339302,21782
55339303,3235
55339304,22263
55339305,20879
55339306,22488
55339307,2802
55339308,3815
55339309,24248
55339310,21487
55339311,666
55339312,21465
55614201,3232
55614202,22469
55614203,22427
55614204,22388
55614205,22159
55614206,22217
55614207,21222
55614208,23233
55614209,19517
55614210,22337
55614211,21465
55614212,21065
55614213,21244
55614214,19547
55614215,4457
55614216,21308
55614217,24158
55614218,21501
55614219,24299
55614220,21777
55614221,20546
55614222,21241
55614223,20840
55614224,20559
55614225,19918
55614226,24045
55614227,22214
55614228,22312
55614230,21476
55670601,22335
55670602,24392
55670603,20626
55670604,22283
55670605,18679
55670606,21776
55670607,24377
56114401,21478
56114402,24299
56114403,23931
56114404,24346
56114405,21473
56114406,3287
56114407,21124
56114408,20363
56114409,23952
56114410,21476
56114411,22886
56616001,21474
56616002,21473
56616003,21609
56616004,1148
56616005,24058
56616006,23947
56616007,22780
56616008,2921
56616009,1242
56634301,21477
56634302,19721
56634303,21684
56634304,22328
56634305,21151
56634306,21105
56634307,24335
56634308,20638
56634309,21496
56634310,20910
56634311,21334
56634312,19578
56634313,20783
56634314,19848
56634315,22454
56634316,22497
56634317,21496
56634318,21449
56634319,20492
56634320,21047
56634321,22478
56634322,21091
56634323,21330
56634324,21186
56634325,24029
56634326,24374
56634327,24248
56634328,23936
56634329,25017
56634330,20801
56634331,20998
56634332,22124
56634333,19844
56634334,19581
56634335,19645
56634336,21487
56634337,22286
56636701,20908
56636702,20501
56636703,20840
56636704,19818
56636705,21222
56636706,23195
56636707,19848
56636708,21410
56636709,23947
56636710,22257
56636711,21457
56636712,22254
56636713,19705
56636714,19552
56636715,19491
56636716,21457
56636717,21367
56636718,2828
56636719,19390
56636720,20982
56636721,20689
56636722,21457
56636723,19547
56636724,22160
57110901,21686
57110902,22223
57110903,21129
57110904,21383
57110906,22958
57110907,24343
57110908,3721
57110909,1152
57110910,22959
57110911,4964
57110912,24244
57132401,21367
57273401,2600
57273402,21777
57273403,21774
57273404,1806
57273405,4921
57273406,22958
57273407,22533
57273408,24334
57603101,24343
57603102,21373
57603103,22506
57603104,19662
57603105,3884
57603106,18776
57603107,20754
57603108,4374
57603109,23275
57603110,21457
57603111,22397
57603112,19524
57603113,22313
57603114,3328
57603115,21777
57603116,2351
57603117,21777
57603118,21329
57603119,21014
57603120,20783
57603121,21389
57603122,24398
57603123,19773
57603124,22280
57668001,21477
57668002,21460
57668003,21774
57668004,21460
57668005,21476
57668006,21460
57668007,21383
57668008,3622
57668009,21460
57668010,21457
57668011,21473
57668012,1242
57668013,4406
57668014,24036
57668015,21457
57668016,21457
57668017,24374
57668018,3943
57668019,21262
57668020,1818
57668021,3752
57668022,21774
57668023,22441
57668024,19627
57668025,24253
57668026,2560
57668027,3644
57668028,3282
57668029,22413
57668030,3838
57668031,4972
57668032,22958
57668033,24029
57668034,1148
57668035,1170
57668036,2545
57668037,4534
57668038,2640
57668039,21367
57668040,1170
57668041,19493
57668042,2653
57668043,24299
57668044,23982
57668045,19300
57668046,21473
57668047,1199
57668048,3513
57668049,3941
57668050,19360
57668051,21774
57668052,3283
57668053,24091
57668054,21460
57668055,2391
57668056,4410
57668057,2474
58155001,698
58155002,23950
58155003,23167
58155004,22974
58155005,1148
58155006,22706
58155007,23934
58155008,718
58155009,3882
58155010,24017
58155011,21774
58155012,21777
58155013,21774
58155014,24346
58155015,21777
58155016,24284
58155017,25180
58155018,3712
58155019,24334
58155020,3197
58155021,21383
58155022,22761
58331501,19633
58331502,4966
58331503,21489
58331504,24093
58331505,3994
58331506,3748
58331507,21684
58331508,4951
58331509,21777
58331510,3471
58331511,25574
58331512,3783
58331513,21684
58331514,25527
58331515,21383
58331516,1152
58331517,19581
58331518,2744
58331519,20821
58331520,25368
58331521,2167
58331522,3273
58331524,3481
58331525,24158
58331526,20873
58331527,1814
58331528,3227
58331529,1199
58331530,21777
58331531,19620
58331532,22868
58331533,4001
58331534,713
58331535,3283
58331536,3646
58331537,2653
58331538,21460
58331539,19496
58331540,21476
58331541,22497
58331542,1397
58331543,23841
58331544,2115
58331545,22873
58331546,4990
58331547,20901
58331548,21460
58331549,2120
58331550,22958
58331551,2569
58404901,21367
58404902,21777
58404903,21467
58404904,24400
58404905,21483
58404906,23978
58404907,24066
58404908,21467
58404909,21460
58404910,24253
58404911,22446
58404912,24073
58404913,21551
58404914,21777
58404915,21460
58404916,19424
58404917,21684
58404918,21259
58404919,22360
58404920,2091
58404921,24042
58491801,24050
58491802,22460
58491803,21688
58491804,22751
58491805,23952
58491806,1148
59276601,21384
59276602,20962
59276603,21101
59276604,23982
59276605,24334
59276606,21473
59276607,23236
59276608,20298
59276609,19300
59276610,22219
59276611,1501
59276612,1941
59276613,21774
59276614,704
59276615,3227
59276616,3626
59276617,25589
59276618,21473
59276619,20959
59276620,22392
59276621,2781
59276622,1242
59276623,1818
59276624,1810
59276625,3730
59276626,22003
59276627,20333
59276628,20582
59276629,22449
59276630,20548
59276631,3222
59276632,4865
59276633,3842
59276634,1956
59276635,4337
59276636,3281
59360001,19393
59360002,21777
59360003,24248
59360004,24958
59360005,24042
59360006,21476
59360007,21774
59360008,22147
59360009,24911
59360010,21774
59360011,25067
59360012,2396
59360013,1343
59360014,23953
59360015,23929
59360016,24076
59360017,21473
59360018,23952
59360019,19638
59425901,23967
59425902,4411
59425903,21367
59425904,21383
59425905,20601
59425906,4913
59425907,22457
59705601,21126
59705602,22886
59705603,21778
59871101,22425
59871102,24030
59871103,19481
59871104,3808
59871105,21383
59871106,23967
59871107,21684
59871108,24299
59871109,25577
59871110,24377
59871111,713
59871112,21473
59871113,22457
59871114,4509
59871115,2412
59871116,21774
59871117,4443
59871118,2864
59871119,2214
59871120,22444
59871121,21777
59871122,4030
59871123,22346
59871124,21684
59871125,21774
59871126,20626
59871127,3809
59871128,3661
59871129,21777
59871130,24346
59871131,24377
59871132,19421
59871133,21476
59871134,21684
59871135,21457
59871136,23167
59871137,4710
59871138,2600
59871139,21473
59871140,1199
59871141,21774
59871142,20428
59871143,23260
59871144,19581
59871145,21383
59871146,2600
59871147,3980
59871148,1955
59871149,21476
60377801,21368
60377802,25349
60377803,2123
60377804,24076
60377805,19497
60377806,21367
60377807,22974
60377808,1966
60377809,21457
60377810,24075
60377811,20697
60377812,3367
60402601,21473
60402602,21383
60402603,21367
60402604,21457
60402605,3739
60402606,21476
60402607,21367
60402608,24020
60402609,1199
60402610,20986
60402611,22548
60402612,24042
60402613,21383
60402614,3708
60402615,21457
60402616,4066
60402617,2682
60402618,2615
60402619,1448
60402621,2067
60402622,1243
60402623,3227
60402624,4049
60402625,3785
60402626,2394
60402627,24392
60402628,3371
60402629,1797
60402630,2412
60402631,21777
60402632,18767
60402633,4481
60402634,23943
60402635,19485
60402636,24392
60402637,19601
60402638,21383
60402639,3888
60402640,22460
60402641,25254
60402642,1814
60402643,2714
60402644,4534
60402645,21777
60402646,21460
60402647,2413
60402648,3799
60402649,20330
60402650,4387
60402651,3283
60402652,1966
60402653,2181
60402654,25433
60402655,21404
60402656,21457
60402657,21367
60402658,23966
60402659,4003
60402660,20603
60402661,21473
60419701,3811
60419702,22420
60419703,3222
60419704,21684
60419705,2395
60419706,25365
60419707,21383
60642401,1199
60642402,2474
60642403,3812
60642404,3811
60642405,4410
60642406,4161
61189601,24959
61189602,1170
61189603,2662
61189604,20501
61189605,21382
61189606,20626
61189607,20919
61189608,20568
61189609,22173
61189610,19547
61189611,19407
61189612,19485
61189613,19524
61189614,19584
61189615,3423
61189616,24092
61189617,4951
61653001,21684
61653002,2953
61653003,21383
61653004,21460
61653005,24337
61653006,24244
61653007,21191
61653008,22356
61653009,22958
61653010,24042
61653011,24045
61653012,23857
61746701,23892
61746702,24299
61746703,21684
61746704,24088
61746705,21460
61746706,24026
61746707,21476
61746708,21383
61746709,2896
61746710,21684
61746711,21777
61746712,21367
61746713,21460
61746714,21367
61746715,24374
61746716,21684
61746717,21777
61746718,21457
61746719,21476
61746720,21383
61746721,24072
61746722,21457
61746723,24072
61746724,21457
61746725,24337
61746726,21476
61746727,24248
61746728,21476
61746729,22444
61746730,21457
61746731,21774
61746732,21383
61746733,21476
61746734,21460
61746735,23982
61746736,4864
61746737,24017
61746738,21383
61746739,22457
61746740,21457
61746741,21777
61746742,21457
61746743,22854
61746744,21457
61746745,21684
61746746,21476
61746747,4964
61746748,21367
61746749,1966
61746750,23857
61746751,21777
61746752,22657
61746753,21383
61746754,21460
61746755,23174
61746756,24244
61746757,1897
61746758,23857
61746759,21774
61746760,21457
61754501,22077
61754502,23951
61754503,21476
61754504,22854
61754505,22958
62130701,21033
62130702,1199
62130703,21476
62130704,21684
62130705,24392
62130706,20649
62130707,21777
62130708,24042
62130709,23982
62130710,3557
62130711,20298
62130712,22758
62130713,21384
62130714,24020
62130715,3809
62130716,658
62130717,2509
62130718,21473
62130719,21460
62130720,19360
62130721,22214
62130722,20957
62130723,4843
62130724,22053
62130726,3353
62130727,21279
62130728,21457
62130729,21461
62130730,2214
62130731,22503
62130732,21777
62130733,18991
62130734,4084
62130735,21542
62130736,4954
62130737,22469
62130738,4415
62130739,24248
62130740,21476
62130741,4571
62130742,1199
62130743,3192
62130744,2167
62130745,1199
62130746,4371
62130747,4865
62130748,21476
62130749,3167
62130750,24284
62130751,19500
62130752,3708
62130753,1243
62130754,22463
62130755,1214
62130756,3361
62130757,21367
62130758,2832
62130759,24072
62130760,22389
62130761,2832
62130762,21473
62130763,21460
62166201,658
62166202,21383
62166203,24299
62166204,21461
62166205,22495
62166206,21476
62166207,22460
62166208,4955
62166209,24057
62166210,21460
62166211,667
62166212,20693
62166213,21457
62166214,25131
62166215,1242
62166216,3803
62421501,24076
62421502,3896
62517501,23952
62517502,21457
62517503,4375
62517504,21473
62517505,24088
62517506,2700
62517507,2391
62517508,4963
62517509,21609
62517510,22977
62517511,23943
62517512,21367
62517513,22959
62517514,3708
62517515,22943
62582001,19825
62582002,21186
62582003,24251
62582004,21503
62582005,21684
62582006,21476
62582007,2474
62582008,21684
62582009,3222
62582010,24346
62862801,24377
62862802,21688
62862803,21464
62862804,21461
62862805,21477
62862806,24251
62862807,21460
62862808,21684
62862809,25417
62862810,23185
62862811,21383
62876301,21774
62876302,4501
62876303,3759
62876304,296
62876305,3752
62876306,3918
62876307,4516
62876308,21367
62876309,4323
62876310,25530
62876311,2600
62876312,2832
62876313,3298
62876314,4482
62876315,4512
62876316,25059
62876317,22162
62876318,1199
62876319,21383
62876320,21221
62876321,22233
62876322,2391
62876323,4405
62876324,3594
62876325,23943
62876326,21276
62876327,2892
62876328,22858
62876329,21386
62876330,22978
62876331,21386
62976201,3101
62976202,21473
62976203,20271
62976204,22959
62976205,23931
62976206,22854
62976207,21473
62976208,24334
62976209,23185
62976210,21473
62976211,24337
62976212,22868
62976213,24026
62976214,23947
62976215,22780
62976216,24283
62976217,22866
62976218,25180
62976219,21367
62976220,21684
62976221,25573
63349201,1522
63349202,21476
63349203,21473
63349204,21457
63349205,21774
63349206,23841
63349207,23857
63349208,19708
63349209,3759
63349210,24060
63349211,21473
63349212,3730
63349213,3748
63349214,25072
63349215,21460
63662501,25417
63662502,21777
63662503,21386
63662504,22870
63799401,21476
63799402,23167
63799403,19922
63799404,20893
63799405,23987
63799406,21687
63799407,23989
63799408,3287
64234901,19844
64234902,21476
64234903,23081
64234904,3906
64234905,3267
64234906,1818
64234907,24075
64537901,23985
64537902,4414
64537903,21473
64537904,22495
64537905,4038
64537906,4565
64537907,21367
64537908,3913
64537909,2882
64537910,25754
64537911,2474
64537912,718
64537913,21383
64537914,24158
64537915,22310
64537916,3785
64537917,681
64537918,25782
64537919,21460
64537920,658
64537921,22857
64537922,4991
64537923,22389
64537924,25177
64537925,21382
64537926,22363
64537927,3857
64537928,22460
64537929,22961
64537930,21383
64537931,2391
64537932,3227
64537933,23998
64537934,21460
64537935,23950
64537936,19267
64537937,21368
64537938,2413
64537939,19642
64537940,5005
64537941,21684
64537942,21473
64537943,22854
64537944,3273
64537945,4130
64537946,2731
64537947,1828
64537948,3140
64537949,20894
64537950,24042
64537951,21385
64537952,4379
64537953,2509
64537954,22495
64578701,3314
64578702,22100
64578703,20634
64578704,21367
64578705,21457
64578706,19584
64578707,21331
64578708,21355
64578709,21352
64578710,22761
64578711,19645
64578712,23857
64578713,21383
64578714,21777
64578715,21383
64578716,19514
64578717,21685
64578718,22869
64942801,21476
64942802,23278
64942803,5013
64942804,21465
64942805,21367
64942806,21774
64942807,3197
64942808,22940
64942809,3222
64980201,23275
64980202,22444
64980203,21476
64980204,24244
64980205,22482
64980206,24956
64980207,21473
64980208,22980
64980209,21003
64980210,24076
64980211,22175
65122601,21474
65122602,24034
65122603,20474
65122604,19332
65122605,19395
65122606,19617
65122607,23409
65122608,21331
65122609,23255
65122610,3258
65122611,5012
65122612,21383
65122613,21774
65122614,24343
65122615,22430
65122616,4378
65122617,19457
65122618,21116
65122619,21436
65122620,20636
65122621,20443
65122622,23533
65296501,22977
65296502,22977
65296503,4998
65296504,21774
65296505,1815
65296506,3717
65908301,3282
65908302,21248
65908303,22339
65908304,21778
65908305,21383
65908306,21774
65908307,21460
65908308,21383
65908309,21460
65908310,21460
66260501,22299
66260502,21473
66260503,21777
66260504,21457
66260505,21367
66260506,19641
66260507,22328
66260508,24377
66260509,24072
66260510,21774
66260511,24029
66260512,22457
66260513,22498
66260514,4516
66260515,23952
66260516,21774
66260517,23934
66260518,20989
66260519,22310
66260520,21478
66260521,21373
66260522,24075
66260523,24029
66260524,23857
66260525,3923
66260526,3634
66260527,21473
66260528,21684
66260529,3313
66260530,3516
66260531,2569
66260532,21684
66260533,21457
66260534,21367
66260535,21383
66260536,22318
66260537,23257
66260538,3995
66260539,3218
66260540,23967
66260541,21367
66260542,3282
66260543,3763
66260544,3842
66260545,21777
66260546,21476
66260547,25064
66260548,21375
66260549,2509
66260550,4947
66260551,1243
66267901,20908
66267902,21516
66267903,21591
66267904,22291
66267905,24045
66267906,3187
66267907,21473
66267908,21473
66267909,21018
66343701,24033
66343702,21780
66343703,24283
66343704,21383
66343705,19901
66343706,22328
66343707,22780
66343708,3382
66343709,1243
66343710,22958
66343711,25333
66343712,21457
66343713,24299
66343714,25064
66343715,23998
66343716,21373
66343717,25508
66343718,22013
66343719,21471
66343720,21362
66343721,24350
66343722,24072
66457201,4868
66457202,21118
66457203,3748
66457204,23947
66457205,21142
66457206,21277
66457207,21336
66457208,25340
66457209,21476
66457210,21457
66457211,21777
66457212,24389
66457213,22356
66457214,19641
66457215,22961
66457216,21457
66457217,21774
66457218,24060
66457219,24060
66457221,1466
66457222,21473
66457223,25696
66457224,24377
66457225,23171
66457226,21121
66457227,21394
66457228,21473
66457229,24158
66457230,22850
66457231,21473
66457232,22479
66457233,21383
66510801,590
66510802,24091
66510803,2055
66510804,21473
66510805,20639
66510806,21777
66510807,24088
66510808,21367
66510809,23950
66510810,4379
66547101,21778
66547102,1242
66547103,3785
66547104,21457
66547105,21277
66547106,22956
66547107,24075
66547108,21457
66547109,20672
66547110,21476
67553201,22957
67553202,21367
67553203,21457
67553204,24158
67553205,24073
67553206,24389
67553207,4421
67553208,21383
67724501,21774
67724502,19651
67724503,21367
68356801,21777
68356802,21684
68356803,21367
68356804,22750
68356805,21774
68356806,24346
68356807,23983
68356808,23260
68356809,20636
68356810,20743
68356811,21684
68356812,23841
68356813,19921
68356814,21460
68356815,21367
68356816,21367
68356817,21476
68356818,22961
68356819,23967
68356820,23936
68356821,20604
68396001,21473
68396002,22515
68396003,21473
68396004,21460
68396005,21367
68396006,24244
68396007,21367
68396008,3626
68396009,2805
68396010,4856
68396011,21457
68396012,23841
68396013,23257
68396014,1522
68396015,21473
68396016,21476
68396017,3622
68396018,24045
68396019,20379
68396020,24346
68396021,24346
68396022,4340
68396023,21774
68396024,24073
68396025,24248
68396026,4955
68396027,21774
68396028,24251
68396029,21367
68396030,22758
68396031,24057
68396032,22957
68396033,25002
68396034,3192
68396035,21383
68396036,19560
68396037,22254
68396038,23967
68396039,21774
68396040,24253
68396041,20312
68396042,2474
68396043,19627
68396044,4565
68396045,100
68396046,18994
68396047,2509
68396048,22394
68396049,24029
68396050,2391
68396051,4973
68396052,21774
68396053,62
68396054,21777
68396055,2944
68396056,21367
68396057,24045
68396058,2560
68396059,22444
68396060,3770
68396061,21460
68396062,5005
68419101,3258
68419102,666
68419103,1888
68419104,3372
68419105,764
68419106,21435
68419107,3644
68419108,23171
68419109,2394
68419110,3888
68419111,1438
68419112,1466
68419113,1818
68419114,21774
68718701,3792
68718702,22226
68718703,3830
68718704,24076
68718705,21684
68718706,21367
68718707,24193
68718708,23841
68718709,2884
68718710,21684
68718711,2391
68889601,21474
68889602,24245
68889603,4397
68889604,21024
68889605,21476
68889606,3751
69002201,21461
69002202,2700
69002203,1956
69002204,3673
69002205,23185
69002206,21684
69002207,24060
69002208,21473
69002209,22866
69002210,713
69021801,24060
69021802,21460
69021803,24026
69123101,23841
69123102,23982
69123103,21473
69123104,24251
69123105,22457
69123106,24395
69123107,21370
69123108,21687
69123109,4966
69484701,21684
69484702,24334
69484703,3278
69484704,24158
69484705,3748
69484706,21777
69484707,23982
69484708,21383
69484709,21684
69484710,21473
69484711,21778
69484712,2509
69484713,21460
69484714,4436
69484715,21777
69484716,24392
69484717,666
69484718,20601
69484719,3273
69484720,3192
69484721,21777
69484722,4426
69484723,19581
69484724,3721
69484725,24091
69484726,21476
69484727,3167
69484728,3877
69484729,2351
69484730,4546
69484731,1199
69484732,4064
69484733,4923
69484734,1814
69484735,21367
69484736,21476
69484737,22866
69484738,4280
69484739,24337
69484740,4856
69484742,21476
69484743,4535
69484744,4990
69484745,22321
69484746,23934
69484747,4821
69484748,3748
69484749,1152
69484750,21774
69484751,2615
69484752,23998
69484753,3768
69484754,4448
69484755,21457
69484756,4045
69484757,23427
69484758,22334
69484759,23966
69484760,3388
69484761,22005
69757201,4406
69757202,23983
69757203,21777
69757204,3710
69913901,24926
69913902,21477
69913903,18677
69913904,2569
69913905,2115
69983201,21367
69983202,24076
69983203,21367
69983204,21457
69983205,22943
69983206,3514
70505301,24253
70505302,22405
70505303,23952
70505304,21473
70505305,24072
70505306,21476
70505307,22940
70505308,24389
70505309,22854
70505310,24036
70505311,21367
70505312,24334
70505313,21774
70505314,23982
70505315,2805
70505316,24253
70505317,24286
70505318,21777
70505319,21684
70505320,22956
70505321,1501
70505322,25227
70645301,4534
70645302,21383
70645303,21684
70645304,4966
70645305,24042
70645306,22761
70645307,21476
70645308,21774
70645309,24343
70645310,21457
70645311,20521
70645312,23892
70645313,19524
70645314,22373
70645315,21476
70645316,4375
70645317,4984
70645318,4449
70645319,2347
70645320,4903
70645321,21246
70645322,2596
70645323,1152
70645324,1836
70645325,3933
70645326,25465
70645327,1170
70645328,3278
70645329,23966
70645330,21383
70645331,3986
70645332,1309
70645333,4922
70645334,3785
70645335,2545
70645336,3644
70645337,1436
70645338,1870
70645339,4482
70645340,4565
71262801,21457
71262803,23931
71262804,23943
71262805,21367
71262806,21774
71262807,23876
71262808,21367
71262809,22750
71361301,1454
71361302,22281
71361303,1148
71361304,23275
71361305,18924
71361306,22124
71361307,24389
71361308,21684
71361309,24343
71361310,24334
71361311,21476
71361312,24075
71361313,21774
71653101,21774
71653102,19921
71653103,24042
71653104,21457
71653105,22220
71653106,1242
71730101,3328
71730102,24286
71730103,19844
71730104,21457
71730105,23943
71730106,2714
71730107,24091
71730108,23982
71730109,21457
71730110,24036
71730111,21684
71730112,24251
71730113,21367
71730114,21473
71730115,3333
71730116,21367
71730117,1814
71730118,1466
71730119,21774
71730120,4938
71730121,19360
71730122,22475
71730123,3584
71730124,24286
71730125,22093
71730126,2159
71730127,21460
71730128,4016
71730129,713
71730130,4485
71730131,21383
71730132,21777
71730133,3730
71730134,25075
71730135,3843
71730136,2635
71730137,3522
71730138,21398
71730139,24283
71730140,24860
71730141,21460
71730142,1478
71730143,20964
71730144,24060
71730145,1242
71730146,1818
71730147,21457
71730148,21383
71730149,21460
71730150,4001
71730151,3132
71730152,24343
71730153,21383
71730154,21684
71730155,2394
71730156,21457
71730157,713
71730158,3292
71730159,23952
71730160,19867
71730161,3812
71730162,21382
71736801,1832
71736802,24392
71736803,22536
71736804,23857
71736805,23950
71800501,21685
71800502,24343
71800503,24076
71800504,21367
71800505,23950
71800506,21457
71800507,24072
71800508,21457
71800509,24076
71800510,21476
71800511,24091
71800512,21460
71800513,22857
71800514,21383
71800515,4503
71800516,2600
72063601,21476
72063602,23967
72063603,19497
72063604,21478
72063605,24952
72063606,2575
72166001,24028
72166002,20985
72166003,24389
72166004,19638
72166005,21191
72166006,21118
72166007,22280
72166008,21476
72166009,22392
72166010,21000
72166011,22069
72166012,20568
72166013,24036
72166014,3658
72166015,4400
72839901,21684
72839902,22958
72839903,5013
72839904,22301
72839905,3065
72839906,21473
72839907,2863
72927101,24076
72927102,21779
72927103,4865
72927104,21460
72927105,22977
72927106,21473
72927107,24251
72927108,23966
72927109,23174
72927110,21684
72927111,2615
72927112,24337
72927113,21383
72927114,21367
72927115,21777
72927116,24045
72927117,21367
72927118,24253
72927119,21367
72927120,21457
72927121,2354
72927122,25734
72927123,24029
72927124,21473
72927125,21383
72927126,22397
72927127,22253
72927128,24057
73067801,21477
73067802,19831
73067803,19494
73067804,22367
73067805,22340
73067806,21383
73067807,21460
73067808,21473
73067809,21473
73067810,22376
73067811,21774
73067812,24060
73067813,23934
73103001,21386
73103002,23971
73103003,25097
73103004,21476
73103005,4859
73103006,1811
73103007,4847
73103008,21204
73154301,21778
73154302,21473
73154303,21410
73154304,21076
73154305,22309
73154306,21993
73154307,19867
73154308,21385
73154309,21493
73154310,21350
73154311,19485
73154312,22957
73177501,20490
73177502,21462
73177503,22673
73177504,20968
73177505,22470
73177506,3349
73177507,22479
73177508,21383
73177509,24284
73177510,2600
73177511,22761
73177512,2601
73177513,21388
73177514,22435
73177515,21520
73177516,24004
73177517,24088
73177518,3579
73177519,21774
73529301,21474
73529302,1941
73529303,21383
73529304,22297
73760201,22150
73760202,19418
73760203,19578
73760204,21684
73760205,23445
73760206,23983
73760207,21367
73760208,24193
73760209,22277
73760210,23857
73760211,21476
73760212,3770
73760213,22799
73760214,2615
73760215,21198
73760216,21684
73760217,22977
73760218,22147
73760219,19654
73760220,2846
73760221,22706
73760222,23952
73760223,24392
73760224,23936
73760225,23275
73760226,22219
73760227,22173
73760228,21383
73760229,19418
73938401,20604
73938402,22219
73938403,18994
73938404,22978
73938405,4929
73938406,651
73938407,24253
73938408,3232
73938409,3971
73938411,2639
73938412,4541
73938413,2600
73938414,2670
73938415,2412
73938416,21419
73938417,22764
73938418,3812
73938419,24251
73938420,22799
73938421,3792
73938422,2682
73938423,3766
73938424,23876
73938425,3258
73938426,24045
73938427,21476
73938428,23257
73938429,21180
73938430,22251
73966301,1242
73966302,21777
73966303,21476
73966304,21383
73966305,24343
73966306,21457
73966307,21777
73966308,23934
73966309,22521
73966310,20892
73966311,22159
73966312,23998
73966313,22263
73966314,24284
73966315,25238
73966316,19758
73966317,19642
73966318,19550
73966319,22424
73966320,22078
73966321,22160
73966322,22310
73966323,22204
73966324,3721
73966325,25641
74038101,21462
74038102,25847
74038103,23064
74038104,2392
74038105,20441
74697901,2493
74697902,4959
74697903,22433
74697904,23081
74717301,19641
74717302,2391
74717303,2592
74717304,21460
74717305,21098
74717306,22219
74717307,19867
74717308,19493
74717309,20380
74717310,19496
74717311,19497
74717312,19391
74717313,19777
74717314,22404
74717315,20590
74717316,22324
74717317,20639
74717318,21500
74717319,21151
74717320,21609
74717321,20380
74717322,21465
74717323,22263
74717324,23857
74717325,19550
74717326,20397
74717327,23401
74717328,24026
74717329,3814
74717330,3225
74717331,22257
74717332,19828
74717333,19390
74717334,2615
74717335,21460
74717336,25641
74717337,19918
74717338,19457
74717339,21476
74717340,22357
74717341,19867
74717342,19807
74717343,19758
74717344,19584
74717345,18770
74717346,22850
74717347,22361
74886601,21685
74886602,22217
74886603,22432
74886604,4951
74886605,24392
74886606,24251
74901401,1282
74901402,21778
74901403,22385
74901404,21609
74901405,20322
74901406,20178
74901407,22761
74901408,22328
74901409,21476
74901410,21777
74901411,24346
74901412,22857
74901413,21174
74901414,21327
74901415,24389
74901416,19631
74901417,24285
75142901,21460
75142903,21473
75142904,21383
75142905,21473
75142906,22761
75142907,21777
75142908,3644
75142909,23950
75142910,21476
75142911,21065
75142912,21121
75142913,23947
75142914,22799
75142915,4969
75142916,21684
75142917,24842
75484001,1015
75484002,22444
75484003,19614
75484004,19267
75484005,21327
75484006,24337
75484007,21460
75484008,21684
75484009,3943
75484010,19761
75484011,22440
75484012,20268
75484013,22268
75484014,20577
75484015,20818
75484016,21449
75484017,20940
75484018,22490
75484019,20405
75484020,21563
75484021,22385
75484022,19638
75484023,20167
75484024,22366
75484025,19645
75484026,21151
75484027,21368
75484028,3645
75526401,25443
75526402,22458
75526403,22362
75526404,3291
75526405,22321
75526406,19493
75526407,21563
75526408,19645
75526409,21047
75526410,4964
75526411,19491
75526412,20470
75526413,19393
75526414,22251
75526415,22129
75526416,21777
75526417,21457
75526418,20364
75526419,22166
75526420,21326
75526421,22233
75526422,22228
75526423,19645
75526424,20479
75526425,22124
75526426,4869
75679201,24195
75679202,21779
75679203,18836
75679204,22943
75679205,20983
75679206,19713
75679207,22007
75679208,21343
75679209,22487
75679210,22184
75679211,22318
75679212,22466
75679213,21277
75679214,21308
75679215,21385
75679216,22099
75679217,19653
75679218,21375
75679219,22160
75679220,19856
75679221,19481
75679222,21043
75679223,19627
75679224,20544
75679225,19393
75679226,22346
75679227,21496
75679228,21308
75679229,24020
75679230,20627
75679231,19491
75679232,21398
75679233,21484
75679234,21174
75679235,21367
75679236,21484
75679237,24045
75679238,22120
75679239,21203
75959201,21518
75959202,22150
75959203,21474
75959204,3989
75959205,25177
75959206,4481
75959207,21451
75959208,718
75959209,3803
75959210,21684
75959211,21527
75959212,19485
76028901,20642
76028902,21687
76028903,21777
76028904,21687
76028905,22956
76028906,21774
76028907,22854
76028908,21367
76028909,1436
76406001,24395
76406002,21777
76406003,21473
76406004,22320
76406005,19491
76406006,21554
76406007,20981
76406008,22204
76406009,22358
76406010,21457
76406011,22482
76406012,21473
76406013,21500
76406014,21343
76406015,21326
76406016,22360
76406017,19481
76406018,19829
76406019,21774
76406020,24248
76604201,24060
76604202,20694
76604203,22758
76604204,22974
76604205,2391
76604206,21473
76604207,22446
76604208,24248
76794901,19525
